"Meanlength","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100"
9.5,0.00414159989879729,0.0135074066957624,0.0177018324001888,0.0185999421738927,0.0239244091063288,0.0179524679159922,0.0187840958167522,0.0151611504629577,0.0199303723004072,0.0184061004315934,0.0212045179019293,0.0245931692261723,0.0245646386169764,0.0290996582846965,0.0248891251874801,0.0163408196298528,0.0217466804538303,0.0135464565900288,0.0115980030477777,0.0199976216587154,0.017237131090278,0.0177765068350445,0.0247216229456776,0.047074753004104,0.096080016947185,0.10709312516775,0.0857548635906276,0.0882087052607721,0.121388931184065,0.200804885386685,0.141917556199253,0.101054054056065,0.135312739488514,0.163720571882176,0.179316741055535,0.19792707568155,0.127070745382831,0.155331368943573,0.222712374811388,0.114723936960682,0.120927127394855,0.133209448171269,0.112925832553163,0.134534329969545,0.116008375403216,0.0925474980637969,0.131674504797112,0.0954815528428192,0.0621166906040079,0.107962725598447,0.0753596251196371,0.0871490514950039,0.0986044288605242,0.0932484874759774,0.0624577189378433,0.129073154369052,0.0778807916400368,0.101092366064628,0.105245591860708,0.0759529322537065,0.0668305113942908,0.0636934592589156,0.0717677188050751,0.0921030129890672,0.0986961559053561,0.0691605693446042,0.0881378578981908,0.0591982152624023,0.0850010856411418,0.095558295128932,0.0446105253334957,0.0559235775393987,0.0660647871489634,0.0614798039641773,0.0508350107521366,0.0561599997858625,0.0664914334198838,0.0434523158768985,0.0430020426881156,0.0293797050510794,0.0419224927293803,0.0488310994486913,0.0747331179616229,0.0458574220202991,0.0408415740894699,0.0458650449679869,0.0767625219703892,0.0592527930024821,0.048453007705164,0.0574451949141014,0.0986337805738625,0.0826763357489073,0.0552834657956721,0.0723466089315284,0.0715486193097428,0.0718875389652809,0.0617973799295525,0.0675388316180593,0.071812454449011,0.0939297302132047
10.5,0.0108247300528061,0.0353037557388281,0.0462665544365371,0.0486139071735686,0.0625302483526022,0.0469216302204159,0.0490952220086337,0.0396260781006761,0.0520911979127882,0.0481072709497351,0.0554213800939429,0.0642781592914378,0.0642035900065395,0.0760565851984441,0.0650516872678137,0.0427093310935512,0.0568384081537449,0.0354058188483396,0.0303132256160896,0.0522669648066695,0.0450519836528092,0.0464617279489262,0.0646138935177998,0.123037354168356,0.251120405721553,0.279904915679787,0.224133975218931,0.230547480704904,0.317269278436998,0.524835505773207,0.37092410497136,0.264120842821212,0.353661366008388,0.427909754206399,0.468672822895998,0.517313892396098,0.33211960353231,0.40598323803207,0.582094213748833,0.299849255973559,0.316062280784471,0.348164079624397,0.295149624117808,0.35162686892531,0.303206340131765,0.241887605776242,0.34415226098484,0.249556224599679,0.162351850490755,0.282177754714489,0.196964366122771,0.227777907051203,0.257718357762241,0.243719753096636,0.163243182281448,0.337353217898933,0.203553835812836,0.264220977349077,0.27507609353352,0.198515068682564,0.174672170854617,0.166472986153826,0.187576347680575,0.240725873338531,0.257958100983003,0.180762147901135,0.230362309854596,0.154723951004901,0.222163856660325,0.249756802770218,0.116596703218288,0.146165164487994,0.172670828751782,0.160687245961379,0.132865385858053,0.146783091631847,0.173785936638493,0.113569538591422,0.11239267799704,0.0767885319635423,0.10957110247855,0.127627844946421,0.195326890019967,0.119855666026913,0.106745949694121,0.119875589813117,0.200631060171545,0.154866598609134,0.126639642039601,0.150142153508492,0.257795073133411,0.216087753067837,0.144492130636635,0.189089369097954,0.18700369630197,0.187889516726549,0.161517281257025,0.176523478417055,0.187693271401161,0.245500289341352
11.5,0.0220339514216326,0.0718614907859865,0.0941764836562095,0.0989545664282395,0.127281553245449,0.0955099033284842,0.0999342922636737,0.080659663163958,0.106032660279365,0.0979232984067804,0.112811311760445,0.130839460419832,0.13068767317036,0.154814678553886,0.132413991865106,0.0869356854143237,0.115695700311518,0.0720692422574734,0.0617031683376492,0.106390437256935,0.0917042008818361,0.0945737631883358,0.13152285405627,0.250444959972834,0.511160536443583,0.569751973922508,0.456229125143964,0.469283941996756,0.645807870917299,1.06831301862876,0.755023328081312,0.537623182451056,0.71988468260388,0.87101874051652,0.953992770438907,1.05300262631828,0.676036000408689,0.826386884583489,1.18486424751353,0.610349071773974,0.643351003400782,0.708694847795552,0.60078287848287,0.715743423683122,0.617182482759689,0.492366990139128,0.700528711865585,0.507976614933681,0.330470392284574,0.574378382584481,0.40092485020601,0.463646420225166,0.524590797894685,0.496096362128814,0.332284715716278,0.686689125627625,0.414337845665195,0.537827008256582,0.559922811248195,0.404081335837079,0.355548647268484,0.338859045170981,0.381815353591163,0.49000226085973,0.525078799946854,0.367944915604714,0.468907023080489,0.314943652504412,0.452218909978928,0.508384895754019,0.237334887992729,0.297522073821,0.351474875963629,0.327082056948949,0.270450112227408,0.298779876704154,0.353744700050309,0.231173034717103,0.228777511776563,0.156304570623871,0.223034139184028,0.259788994448697,0.397591735317485,0.243968571037004,0.217283484996153,0.244009126296601,0.408388478227637,0.315234014514989,0.257777487950394,0.30561731337474,0.524746953545071,0.439850881331879,0.294116580434306,0.384895138513999,0.38064971042074,0.382452815358069,0.328771610156585,0.359317020308576,0.382053354129454,0.499720678756494
12.5,0.0349296376177639,0.113919459283296,0.14929462188961,0.156869146156321,0.201774908422678,0.151408444555989,0.158422270593315,0.127866888275058,0.168089795985003,0.155234313729442,0.178835750500396,0.207415131817055,0.2071745089021,0.245422190342525,0.209911180380872,0.137816042591114,0.183408268834029,0.114248800284133,0.097815832878072,0.168656967071812,0.145375400151074,0.149924414967782,0.208498491384037,0.397021465993515,0.810324574145458,0.903207491034956,0.723243766268019,0.743939101984636,1.02377619293896,1.69355854013575,1.19691156334973,0.852274863395018,1.14120752146368,1.38079495512789,1.51233072651154,1.66928752106352,1.07169576890573,1.31004166516563,1.878323047915,0.967564622860726,1.0198814084591,1.12346867529042,0.952399677697432,1.13464253134387,0.978397385666489,0.780531835230604,1.11052319114584,0.805277216891367,0.523882930710626,0.910541571742593,0.63557187095834,0.735002139713285,0.831615088798144,0.786443875683489,0.526759112961287,1.0885837885021,0.65683501444962,0.852597981177567,0.887625669884042,0.640575735091883,0.563638594227876,0.537181163052907,0.605278267280919,0.776783114213076,0.832388701052832,0.583289956460252,0.743341585864873,0.499268943708099,0.716886515142085,0.805924449919516,0.376238536293568,0.471651136148467,0.557180589819438,0.518511523506532,0.42873492062401,0.473645086214999,0.560778861018582,0.366470369982728,0.36267283287207,0.247784063122322,0.353568069068148,0.411834230707581,0.630288002760272,0.386754677514617,0.344451762010743,0.386818968321749,0.647403694362165,0.499729244251263,0.408645461171559,0.484484230795464,0.831862636783323,0.697279920282145,0.466252528897743,0.61016054051629,0.603430414721232,0.606288812692731,0.521189911969379,0.569612461655474,0.605655561048898,0.792189375616496
13.5,0.0431243092684725,0.140645547130772,0.184319903828975,0.193671450232453,0.249112334020096,0.18692964010512,0.195588945606619,0.157865114305295,0.207524521904724,0.191653077756038,0.220791532315135,0.256075782672614,0.255778708391021,0.302999491534791,0.259157416996826,0.17014839111396,0.226436786838333,0.141052153214989,0.12076392760061,0.208224754229587,0.179481212623705,0.185097449584687,0.25741330393541,0.490164732685903,1.00043086406143,1.11510458835061,0.892920453236399,0.918471020569063,1.26395932443187,2.09087603622704,1.47771313833084,1.05222290574524,1.40894064329138,1.70473651438625,1.86713125054381,2.06091091193387,1.32312107802974,1.61738414069479,2.31898724260432,1.19456023249033,1.25915080359117,1.38704017307142,1.17583751362282,1.40083547290944,1.20793441686006,0.963648596206875,1.37105761213019,0.994199370978223,0.6467885459238,1.12415928190618,0.784680282844108,0.907437401236168,1.02671624235291,0.970947631590175,0.650339495242179,1.34397111340588,0.810931868559717,1.05262182861233,1.09586719225646,0.790858079098214,0.695871091452969,0.663206611594224,0.74727964479176,0.959020406063875,1.02767134799959,0.72013276378205,0.917733324111301,0.616399991669596,0.885071758478893,0.994998448185381,0.464506021373374,0.582302905191005,0.687898006177528,0.640156979114803,0.529318325987473,0.584764646142228,0.692340450205199,0.452446193281705,0.447757734540432,0.305915471749741,0.436516946577116,0.508452647769386,0.778156792139715,0.477489303115089,0.425261907254006,0.477568676874423,0.799287912538412,0.61696828107463,0.504515776589612,0.598146709483644,1.02702186636162,0.860865356176806,0.57563775706531,0.753307324301045,0.744998276569779,0.748527269326138,0.643463731211029,0.703246458735496,0.74774545360757,0.978041055195778
14.5,0.0414645162878768,0.13523230119502,0.17722569437382,0.186217313132276,0.239524356603176,0.17973498563355,0.188061006852193,0.151789111859119,0.199537199890716,0.184276624925486,0.212293582046989,0.246219792077275,0.245934151759858,0.291337474502991,0.249182818704184,0.163599622912887,0.217721558798317,0.135623257592647,0.116115896762765,0.200210481274977,0.172573237471987,0.177973313505563,0.247505834059798,0.471298993235267,0.961925711076763,1.07218580774239,0.858553222186146,0.883120384728604,1.21531133794727,2.01040120829135,1.42083807329348,1.01172435115727,1.35471253321888,1.63912364432894,1.7952680393742,1.98158939877141,1.27219604027157,1.5551333385558,2.22973274061559,1.14858331778909,1.21068789019582,1.3336549807722,1.13058120959063,1.34691931925166,1.16144274893228,0.926559140100167,1.31828756574084,0.955934059249074,0.62189457992957,1.08089199909445,0.754479061130194,0.872511433621819,0.987199402755276,0.933577246051789,0.625308858287808,1.29224358760907,0.779720260860742,1.0121079200538,1.05368883150757,0.760419082842933,0.669088008486871,0.63768073773603,0.718517920140226,0.922109082375808,0.988117747751753,0.692415883750854,0.882411081152332,0.592675637662135,0.851006612463423,0.956702381117494,0.446627849020046,0.559890899271106,0.661421795859326,0.615518252641544,0.508945620734266,0.562257891334285,0.665693256570651,0.435032186461769,0.430524179791278,0.29414122281036,0.419716033678334,0.48888303262543,0.748206650252094,0.459111422818248,0.408894184720048,0.459187741595117,0.768524464051686,0.593222054420826,0.485097685986236,0.575124898198815,0.987493263733046,0.827731879962152,0.55348228316323,0.72431360288693,0.716324358517938,0.719717525390823,0.618697732579421,0.676179508432101,0.718965800640988,0.940397653928938
15.5,0.0310497018570339,0.101265443551638,0.132711182098652,0.139444338702333,0.179362031101299,0.134590204271397,0.140824944228312,0.1136636114515,0.149418614291312,0.137991101196801,0.158970923064837,0.184375746294079,0.184161851439197,0.21816103340735,0.186594537241047,0.122507627488072,0.163035532395995,0.101558201810318,0.086950585660156,0.149922784799466,0.129227302081779,0.133271018634114,0.185338767781071,0.352920871520062,0.720314842941537,0.802880454087869,0.642906850575505,0.661303377068679,0.910056551600685,1.50544040347862,1.06396028489988,0.757605352172378,1.01444377082319,1.22741816424152,1.34434312434819,1.48386537558381,0.952653287449071,1.16452405171815,1.66968152567652,0.860088884860358,0.906594394385652,0.998675331110332,0.846608440798749,1.00860801071182,0.869718359379609,0.69383144019532,0.987167813411961,0.715828139139441,0.46569074046968,0.809399875269947,0.56497342795041,0.653359120186613,0.739240436719026,0.699086779384279,0.468247440380134,0.967665409222603,0.583874690917187,0.757892578479237,0.789029440045872,0.56942146978754,0.501030399954479,0.477511823584594,0.538044795805634,0.690499121915549,0.739928117196101,0.51849891609189,0.660772232211798,0.443810841047171,0.637255754098336,0.716403478419394,0.334446480861886,0.419260781294034,0.495289741729858,0.460915981737141,0.381111639540874,0.421033246149271,0.498488321948662,0.325763348933623,0.322387636984725,0.220260552630522,0.31429421773188,0.366088254848889,0.56027648451237,0.343794503683457,0.306190537434159,0.34385165315679,0.575490988800426,0.444220012043626,0.363253689415725,0.430668393564529,0.739460487416925,0.619827032635643,0.414461843858367,0.54238475289313,0.536402200148563,0.538943091232948,0.46329685851974,0.506340698463446,0.538380180304508,0.704194077143612
16.5,0.041203062027608,0.162975297986354,0.152589948425054,0.179866655513928,0.208145804678627,0.211676364830848,0.182067072879193,0.170856563663877,0.171539747384345,0.191425246063167,0.195174891584807,0.225569193115568,0.244308796144738,0.263977821036212,0.270814759227803,0.210000468420969,0.186048066938269,0.180289321575756,0.126120389362707,0.151998023695763,0.186688691344453,0.173679506657806,0.305606458873055,0.411384490902547,0.767261767809269,1.13109681607564,1.08268217637206,0.93544898333077,1.08350271233668,1.62513484159462,1.83858353899032,1.29224646811134,1.19085390082702,1.51090894758423,1.73825684585137,1.902943126869,1.69327458587656,1.40512064641453,1.85619996785715,1.76023198787315,1.17387526363932,1.22835341989633,1.20527689551448,1.19140660621331,1.22583121892242,1.02429886082644,1.07005083632783,1.12080863762197,0.781605059927386,0.803830980449848,0.906174311420673,0.783568131269303,0.896626882276535,0.934399436972662,0.771168034130472,0.897950873895969,1.02995993715851,0.857997565699558,1.00014222366579,0.894254608696539,0.697901316555271,0.635457628798191,0.641088887230835,0.771495901372156,0.904760720008084,0.809351597950295,0.740434372619753,0.711015935665588,0.675061565101837,0.852921200695364,0.683419855770337,0.472035771847504,0.573349627194154,0.603833969280195,0.532820537983092,0.50108136436915,0.571304295400896,0.51964808422997,0.401344339381102,0.336893256457084,0.323294967150714,0.444843136457837,0.596215554038624,0.612904234353795,0.431626172385234,0.425910105077999,0.588720535645686,0.682670085938376,0.538825771436595,0.51854344337198,0.748249301530283,0.905776257643959,0.697950387224354,0.621388151176014,0.712060640713554,0.709138818772941,0.666893280484592,0.63631421080428,0.686682881640236,0.806966857695253
17.5,0.0689179980109494,0.299917616245885,0.23276088406111,0.295907429654168,0.319619681959947,0.385655990745824,0.299939834529898,0.304911928506675,0.261380003817645,0.328125326785727,0.311382746866035,0.35905179595459,0.408570021521745,0.417158157684591,0.475142867037203,0.396569106011544,0.282244964773616,0.345047171477623,0.221211338217391,0.209385843195884,0.326787852921023,0.287473841166782,0.568166284735307,0.633700433483987,1.10318188602818,1.9546585289894,2.03022806547111,1.61998239278974,1.69371355959897,2.36232553405023,3.48293465740099,2.43555069342514,1.84349529080965,2.41459777669235,2.86383261931634,3.11974774758153,3.24217349283577,2.21632164788054,2.76134551620992,3.53548105138857,1.93559872715842,1.96203276286108,2.09416654844249,1.85234588864459,2.11888575029542,1.8122405240825,1.56060702783243,2.03797943570832,1.46366749485973,1.08634976671678,1.66516884902237,1.23091554446231,1.41915685531863,1.56932546855953,1.43299815274585,1.13305750253412,1.9665119481446,1.29399458727357,1.62807332042371,1.62820538941988,1.19889601078183,1.06461098601271,1.0026709291863,1.15210701798121,1.4396605303247,1.46963854729136,1.10816368480743,1.30589914554368,0.966178368628719,1.33325060056702,1.37202086220508,0.70898963815548,0.878855767982566,1.00254390791171,0.91709243096648,0.783073522063623,0.869425800526974,0.952641750652387,0.646022814528597,0.606115947924603,0.451171788528839,0.704936118410019,0.856561727715257,1.17485743441077,0.746135862860065,0.68337049851909,0.817577341668197,1.2308884609246,0.955512858136286,0.816748634512548,1.02894643923061,1.59458380009213,1.30876960132879,0.945396188337972,1.19126473802247,1.18036514823097,1.16524344203327,1.03031513287297,1.1220652893097,1.22796217700872
18.5,0.124219580412921,0.558933344943609,0.404439099069407,0.530028695297672,0.556919919936386,0.716345238036485,0.53753322999404,0.562433852779751,0.453955535078246,0.596755691070096,0.551115905784493,0.634906189590622,0.736369269773672,0.735515005580775,0.87130267452319,0.745230790349127,0.489277217900507,0.651139633876328,0.405608331951156,0.347267688705857,0.598769272988504,0.516114597399394,1.06237103699375,1.10564948111129,1.86735202383525,3.56527824382409,3.80666686580796,2.95705924497239,2.97311060030159,4.01877071561074,6.55161071920729,4.57404656937518,3.2230740225263,4.27647293390394,5.13251916275332,5.58065485283786,6.11919432542166,3.9047640020644,4.7463934922642,6.76967614516431,3.47004491937816,3.47422851795731,3.82709879634227,3.24435183669931,3.8651625643789,3.33291309262424,2.65888361003539,3.78299997287042,2.74317881332128,1.7846084876631,3.10176209615713,2.1650771364007,2.50378659064843,2.8328988385339,2.67902299033037,1.79440620955038,3.70826334398435,2.23751008682622,2.9043771128599,3.02369902030208,2.18212281183762,1.92003625288791,1.76045031307661,1.98364867773775,2.54537790772935,2.72677172284139,1.90982671334326,2.43214145760314,1.63197911451765,2.34034556401274,2.62675781450321,1.2237776118286,1.53022031848146,1.802002620109,1.67037494074539,1.37444149396684,1.50918637062709,1.77313726621893,1.1474216058986,1.12110977516663,0.753014719297411,1.24430676383449,1.4493619862184,2.21816304584669,1.36109989356337,1.21222388213474,1.36132615122962,2.27839804072072,1.75868957948206,1.43813979776558,1.70503803394573,2.92756161001398,2.45392668908067,1.64087548089806,2.1473287720532,2.12364354202007,2.13370305881705,1.83421578315886,2.00462853071075,2.13147446587395
